Player,Team,Age,CosineSimilarity,AutoencoderSimilarity,KMeansScore,EuclideanSimilarity,ManhattanSimilarity,FinalScore
Michael Olise,Bayern Munich,22.0,0.9626455581713292,0.9900547,1.0,1.0,1.0,0.9900427947745437
Florian Wirtz,Leverkusen,21.0,0.9714632234966615,1.0,0.9996928102525454,0.9156558,0.8979427468419815,0.9755449821478703
Rayan Cherki,Lyon,20.0,0.9576025290586856,0.94747245,0.9550822876903002,0.8772804,0.9327681698164532,0.9436722826451247
Lamine Yamal,Barcelona,17.0,0.9298970326586278,0.9479599,0.9207137683794082,0.94208086,0.9444440873613298,0.9338716932230781
Matheus Cunha,Wolves,25.0,0.9999999999999999,0.9731728,0.7798946648679933,0.6858771,0.759509553819177,0.8607949969921751
Charles De Ketelaere,Atalanta,23.0,0.9599285299936849,0.9868481,0.8295993831567684,0.60422033,0.6405679672419985,0.8535363488795789
Cole Palmer,Chelsea,22.0,0.9580312421192358,0.9415263,0.7571078229459883,0.72305286,0.7764928442286763,0.8419301287569726
Maghnes Akliouche,Monaco,22.0,0.8944818416381262,0.9138198,0.8007132053885664,0.63718736,0.7348605312841817,0.8248057269853827
Noa Lang,PSV Eindhoven,25.0,0.9004088893289273,0.8330806,0.8461291763623746,0.66598624,0.7227781555079352,0.8233735765772403
Raphinha,Barcelona,27.0,0.9231276173064316,0.89162934,0.7905298437033133,0.7070074,0.668984648596724,0.8218175104875598
Vinicius Júnior,Real Madrid,24.0,0.8918904837408425,0.8419664,0.8282134604970675,0.7035338,0.6579528387517518,0.8148930707854879
Francisco Trincão,Sporting CP,24.0,0.914299995091548,0.92739177,0.746936483431403,0.62325907,0.7067940110611927,0.8091410172093597
Mason Greenwood,Marseille,22.0,0.9260523467742782,0.85907185,0.7331231181397726,0.7086926,0.6665360961749622,0.7940943925517067
Rafael Leão,Milan,25.0,0.8922141077635204,0.88038135,0.7794385952262483,0.56431186,0.6568819501902821,0.7934610467922747
Alex Baena,Villarreal,23.0,0.8574613669453729,0.87019336,0.7335382898916678,0.6772097,0.7541360873867471,0.7889135961503914
Malik Tillman,PSV Eindhoven,22.0,0.9339908031182718,0.974177,0.696537168498651,0.54356736,0.5907850715612304,0.787565662680695
Alex Iwobi,Fulham,28.0,0.8812015663393744,0.9005972,0.7158739983459493,0.6172406,0.7186466458245908,0.7855342439551378
Christian Pulisic,Milan,25.0,0.9043199210252317,0.9736334,0.7264983577830364,0.45865718,0.5225735223412349,0.7766698320751532
Nicolás Paz,Como,19.0,0.889555397282631,0.9321133,0.6692159839478451,0.6050442,0.6985607389116255,0.7755254880541701
Jakob Breum,Go Ahead Eag,20.0,0.9139156433817666,0.93855727,0.6545479963727335,0.53209096,0.6381271966580959,0.7635360600631897
Igor Paixão,Feyenoord,24.0,0.8981794750384662,0.85413396,0.7308310307167767,0.49322695,0.565819758632188,0.7548649170580327
Kenan Yıldız,Juventus,19.0,0.8386135734637307,0.9267591,0.6831880616666894,0.46880293,0.5771270100843832,0.7431213118725861
Gaëtan Perrin,Auxerre,28.0,0.8786679162675842,0.89177024,0.6715155589486151,0.49097443,0.6017826495732288,0.7429822996161609
Enzo Millot,Stuttgart,22.0,0.858567133963922,0.88484657,0.6201945619415428,0.5611446,0.6831758152071902,0.7344252082928996
Bryan Mbeumo,Brentford,24.0,0.8949477953132445,0.89291537,0.6679614382196332,0.41873488,0.5066216973293228,0.7285405627677076
Rodrygo,Real Madrid,23.0,0.8084276302613493,0.8174693,0.7055645588557552,0.50437224,0.6378758752779702,0.7272252570557008
Luis Díaz,Liverpool,27.0,0.8831422791754551,0.80640084,0.7053771570455761,0.49011052,0.513856907270942,0.7255074120614697
Bradley Barcola,Paris S-G,21.0,0.8448521845559629,0.7445036,0.7433735711386816,0.55211914,0.546542247925537,0.7251432287645602
Julián Álvarez,Atlético Madrid,24.0,0.9006267959851342,0.85330796,0.6257399729260608,0.5077153,0.5873012983509224,0.7219630008782523
João Pedro,Brighton,22.0,0.8646563538332228,0.90529764,0.6375316090523613,0.44700965,0.5258696962342193,0.7196796780901389
Anis Hadj Moussa,Feyenoord,22.0,0.8299260401274273,0.78878754,0.7122512646259486,0.5415369,0.525774689251129,0.7192011974903557
Marcus Tavernier,Bournemouth,25.0,0.790626689844949,0.8502996,0.630861956926322,0.5937479,0.675610366276533,0.7184377493561658
Dani Raba,Leganés,28.0,0.8074548360512135,0.9066205,0.6225220874175582,0.49686527,0.5945370504044232,0.7151690572071248
Kylian Mbappé,Real Madrid,25.0,0.8785120149128579,0.781233,0.6436548916165996,0.6177954,0.5697751576901936,0.7150469240186088
Eberechi Eze,Crystal Palace,26.0,0.8378933512184805,0.86485016,0.6207105342022842,0.48400655,0.6192280486249034,0.7113633583307625
Mikkel Damsgaard,Brentford,24.0,0.746650221119612,0.86312294,0.6066273465705756,0.603703,0.6570393253633352,0.70350458676626
Ludovic Blas,Rennes,26.0,0.8050191660179522,0.77884406,0.644953224172741,0.58827895,0.5835566136324772,0.6986320333268371
Morgan Rogers,Aston Villa,22.0,0.7971961810147872,0.9568113,0.6122968136689083,0.37156108,0.4705167716684078,0.697153734135905
Amad Diallo,Manchester Utd,22.0,0.8165666429231772,0.74212885,0.7260799567224424,0.42556667,0.5007857916415023,0.6956087744220808
Anthony Gordon,Newcastle Utd,23.0,0.7871290384502911,0.8518046,0.6518405438345565,0.4271678,0.5379000747584478,0.6950279415648501
Kerem Aktürkoğlu,Benfica,25.0,0.8083593019358141,0.80852497,0.6483379265021317,0.499908,0.5294299048750748,0.6936551659884196
Ademola Lookman,Atalanta,26.0,0.8267091063742273,0.7235081,0.7181415854526274,0.4704232,0.4796907171992474,0.6925797992127277
Dejan Kulusevski,Tottenham,24.0,0.7877173354280713,0.85981727,0.6704506784656411,0.38503018,0.42492349246763444,0.688150887687936
Filip Krastev,Zwolle,22.0,0.7938354845082511,0.8173853,0.6029866620060303,0.5181333,0.6095010664386483,0.6869221947227138
Leandro Trossard,Arsenal,29.0,0.7970876616812218,0.8625952,0.6092432969055578,0.38980496,0.5173465386660479,0.6790166354391132
Yoann Cathline,Utrecht,22.0,0.7603872798621805,0.79369074,0.6396220701433007,0.4738942,0.5574852752260052,0.6775058149227572
Luciano Valente,Groningen,20.0,0.7118112570309512,0.86652744,0.5785423168183109,0.5276375,0.6055936135656277,0.6748070321041045
Jacob Murphy,Newcastle Utd,29.0,0.76775871509344,0.8240947,0.6409306104579845,0.39299947,0.4984032279761245,0.6730414039384842
Antoine Semenyo,Bournemouth,24.0,0.8006657447176748,0.790212,0.607815694868391,0.43011174,0.5506798071272846,0.6685007903597425
Chris Führich,Stuttgart,26.0,0.6963588754667331,0.806109,0.628928324181911,0.4858573,0.5847127272464658,0.6679809456111241
Fabio Vieira,Porto,24.0,0.7010365390356078,0.82885426,0.5755726765924594,0.50570893,0.6369027356789786,0.6631324779223036
Nico Williams,Athletic Club,22.0,0.7171169469284886,0.76010364,0.6459430102419822,0.47343773,0.5537933291772986,0.6622524585279587
Kenneth Taylor,Ajax,22.0,0.7567848278084011,0.87214243,0.5817263682799846,0.3906597,0.48841235946622896,0.6609040071816101
Mattia Zaccagni,Lazio,29.0,0.71902154624861,0.8797637,0.5916032181192311,0.36194518,0.5064453393302664,0.6576454183379179
Michel Vlap,Twente,27.0,0.7108033476611889,0.7750679,0.5527990367696061,0.59857005,0.6531932633782346,0.6545836472187992
Ritsu Doan,Freiburg,26.0,0.7597139283693595,0.8717499,0.5557256705348271,0.36703902,0.5185420843540626,0.652942351506934
Robin Hack,Gladbach,25.0,0.7307686841781084,0.7999214,0.569939641135461,0.4800054,0.5916912556532808,0.6527826257313044
Cody Gakpo,Liverpool,25.0,0.7576683148475057,0.78990686,0.6073320226609195,0.4037141,0.4934290632885843,0.6512909026278404
Dan Ndoye,Bologna,23.0,0.7455020623946353,0.77368313,0.6151590190183793,0.41754565,0.5151004645631522,0.6510914644099772
Luis Henrique,Marseille,22.0,0.71899434458004,0.84307146,0.5990770012738907,0.36140758,0.5065835506607188,0.6510427981531175
Riccardo Orsolini,Bologna,27.0,0.7991527126859785,0.7429842,0.581149755246037,0.49313253,0.4912526810445586,0.647417523552689
Takefusa Kubo,Real Sociedad,23.0,0.6857634670873972,0.8081292,0.5930562949014511,0.42864344,0.5715601569620238,0.6467750551929401
Álex Berenguer,Athletic Club,29.0,0.7169710587685152,0.87099123,0.5864696102434367,0.33895403,0.4449110426525516,0.6447928902536514
Kaoru Mitoma,Brighton,27.0,0.7610403004131532,0.7605681,0.6218078502905214,0.37165195,0.4491739591305323,0.6420654189303513
Himad Abdelli,Angers,24.0,0.663502186864626,0.826524,0.49822873237340054,0.5741594,0.6977578088438003,0.6409032192658253
Sontje Hansen,NEC Nijmegen,22.0,0.7701071610467781,0.77194774,0.6016230351565767,0.3291317,0.4833497777845412,0.638824578424642
Hugo Ekitike,Eint Frankfurt,22.0,0.7837202894922828,0.70436287,0.5923710278786354,0.4744764,0.49199537244668995,0.6368118126651304
Oliver Antman,Go Ahead Eag,22.0,0.7146006893119881,0.7332731,0.6350312256058721,0.37622583,0.4476287184519667,0.6308847930700459
Viktor Gyökeres,Sporting CP,26.0,0.7994838087330283,0.7217322,0.5114002553567359,0.531944,0.5725282684264168,0.6297671276852028
Evann Guessand,Nice,23.0,0.768252552687386,0.8066853,0.5659879382826808,0.31790364,0.4442184529866719,0.629629830889641
Vangelis Pavlidis,Benfica,25.0,0.7443198608150067,0.7469153,0.5350146565114223,0.51359767,0.5407351023047422,0.6282812013341078
Daan Rots,Twente,23.0,0.6335458514888285,0.7729144,0.5552583662063466,0.51386553,0.6174011039151803,0.6274048650650135
Moses Simon,Nantes,29.0,0.6842390355451554,0.7531949,0.6181426055024053,0.38243276,0.4666863296336152,0.6264083591763027
Raúl Moro,Valladolid,21.0,0.6850549076213143,0.72300076,0.5985301573326235,0.45032465,0.5153230207177482,0.6238114975672467
Félix Correia,Gil Vicente FC,23.0,0.6842940849539606,0.73892176,0.5602539825550982,0.51512045,0.5421663958491112,0.6234068347713162
Bryan Zaragoza,Osasuna,23.0,0.6333146823673685,0.7505676,0.5827214204971792,0.48197624,0.5442831364070498,0.6208832743885161
Sebastian Nanasi,Strasbourg,22.0,0.7193029584693025,0.85035217,0.5647532966243336,0.30096668,0.35973338611733546,0.6201822948949562
Jarrod Bowen,West Ham,27.0,0.7596894524829207,0.7501677,0.5840548561826978,0.32996774,0.4247704565344096,0.6193728414013564
Bernardo Silva,Manchester City,29.0,0.626150971556217,0.8217058,0.5618760424340268,0.3822137,0.5327968867396269,0.6188143228099834
Mohamed Amoura,Wolfsburg,24.0,0.7053215214570493,0.716489,0.5723915418512072,0.44795835,0.5095292961176654,0.6162723650568649
Federico Dimarco,Inter,26.0,0.6282895235648982,0.72450393,0.5714804412938295,0.48061273,0.5647814614993993,0.6113414629036696
Levi Smans,Heerenveen,20.0,0.6261583480738708,0.7612172,0.5477531456177274,0.4341766,0.5805548538557109,0.6087227088519391
Yann Gboho,Toulouse,23.0,0.680811940623725,0.76685005,0.5638547265023169,0.3450321,0.48769598909661066,0.608496865212204
Pedro Neto,Chelsea,24.0,0.6219128784672446,0.7203091,0.5947559752784914,0.40078735,0.5123157366520834,0.6039347472211554
Dodi Lukebakio,Sevilla,26.0,0.6994688937405185,0.71296984,0.5547684618353865,0.41290805,0.4995141875626919,0.6035474237837516
Yankuba Minteh,Brighton,20.0,0.6807343461474541,0.66488075,0.6104044388440851,0.382541,0.4567731442088183,0.5999400262160345
Noni Madueke,Chelsea,22.0,0.7072714165861314,0.6326048,0.6036798329842539,0.42172068,0.4543322404417198,0.5984987139517683
Dango Ouattara,Bournemouth,22.0,0.6907751083046971,0.6913373,0.5713388646526903,0.39197382,0.4805526811875899,0.5982105958504752
Isaac Palazón Camacho,Rayo Vallecano,29.0,0.5954945417666726,0.781729,0.5114622304263639,0.44105032,0.5901078987881806,0.5966587589342802
Takumi Minamino,Monaco,29.0,0.6344853338054066,0.758249,0.5392191957376798,0.4032004,0.43063318269172757,0.5885693885373358
Nuno Santos,Vitória,25.0,0.6137063278883436,0.7133592,0.5095962999265848,0.5205454,0.5438813911725755,0.5858824469955192
Yeremi Pino,Villarreal,21.0,0.5808315296136676,0.79537994,0.5610787656849849,0.323839,0.41667993566782685,0.5854407517887912
Alexander Isak,Newcastle Utd,24.0,0.7362919390757863,0.67536706,0.5311237015581025,0.38361177,0.4484821387851906,0.5852028384182877
Callum Hudson-Odoi,Nott'ham Forest,23.0,0.6302299846985457,0.7028055,0.5566581021388678,0.3555816,0.516890913325572,0.5838249641913013
Dennis Man,Parma,25.0,0.6210268746827847,0.74415076,0.5553976416634265,0.3407884,0.44701212246110456,0.5834122913786
Gabriel Strefezza,Como,27.0,0.584252103065972,0.7546488,0.5296844658398836,0.36635458,0.5476182818603339,0.5822994714787308
Alberto Moleiro,Las Palmas,20.0,0.5770010985024258,0.8140035,0.5090349397705142,0.35557845,0.49282601165357665,0.5819037790466827
Pablo Fornals,Betis,28.0,0.5579808718669307,0.7400288,0.46093463789418004,0.51349235,0.6803825152692308,0.5773179826442503
Zuriko Davitashvili,Saint-Étienne,23.0,0.6287016550894362,0.73061043,0.5568406082675703,0.30424792,0.42034723954261605,0.5757466677454925
Bilal El Khannouss,Leicester City,20.0,0.5648958583643665,0.7543513,0.49349914316878724,0.42723012,0.5767776049079696,0.5746924729688422
João Carvalho,Estoril,27.0,0.5715858322537217,0.76770306,0.48130470045574464,0.4258512,0.5629031826399081,0.5735750135631724
Fredrik Aursnes,Benfica,28.0,0.5466523255855004,0.7249207,0.4830579526925069,0.47907674,0.6137314651138694,0.5689117441335456
Andrea Cambiaso,Juventus,24.0,0.566170050870183,0.7286856,0.48319680639170065,0.45079085,0.576958266037326,0.5672992093524747
Marcus Thuram,Inter,26.0,0.6842867965566074,0.6784738,0.5334518265693707,0.31691757,0.41289832121878195,0.5661655294865516
Abde Ezzalzouli,Betis,22.0,0.6230528612383575,0.6429459,0.5416284997257604,0.41749206,0.45612752459826805,0.5622789764663633
Alejandro Garnacho,Manchester Utd,20.0,0.6362845284439456,0.61359227,0.5665492000150054,0.39813465,0.4213776980940007,0.5608984286326563
Mohammed Kudus,West Ham,23.0,0.5762421522941141,0.6942982,0.5191996668530928,0.4464889,0.4505447776559304,0.5602462330151816
Domingos André Ribeiro Almeida,Valencia,24.0,0.5127653844199708,0.7302236,0.4573644619124459,0.46832678,0.6080783224113343,0.5528270467954125
Pepê,Porto,27.0,0.5030789224612117,0.75509626,0.5052232423429609,0.36127898,0.47982586766096996,0.5503284691037071
Richonell Margaret,RKC Waalwijk,23.0,0.5176059328000844,0.7206974,0.5258552757111954,0.35573885,0.46245710287672664,0.5495644789299132
Kristoffer Peterson,Fortuna Sittard,29.0,0.5625930969989248,0.68885165,0.5343482047694222,0.30124053,0.4203657965575567,0.543914037716263
Lucas Paquetá,West Ham,26.0,0.5212241246548748,0.7213944,0.4176144589018573,0.5007439,0.6302858737437841,0.543861472630848
Dylan Mbayo,Zwolle,22.0,0.5593172484157143,0.67319703,0.5427273490103313,0.32167533,0.41021207946731797,0.543306022813991
Tom Bischof,Hoffenheim,19.0,0.49438457106277317,0.7414537,0.46256129773189203,0.38738063,0.5776538368496004,0.5426402433761264
Óscar Aranda,Famalicão,22.0,0.5459375380926149,0.6905448,0.46402484666995975,0.476619,0.48408055022855345,0.5403023555134543
Victor Edvardsen,Go Ahead Eag,28.0,0.5066567178899654,0.7220647,0.4990873917771469,0.36708537,0.4649319918065135,0.5397298358449727
Adam Hložek,Hoffenheim,22.0,0.6346317632541889,0.6415322,0.5095674594502999,0.28482783,0.44636690521387123,0.538777483238987
Mateo Retegui,Atalanta,25.0,0.6241524660648269,0.67248863,0.41205489719739075,0.44880727,0.5149439475775934,0.5335469886129556
Marcos Vinicios Sorriso,Famalicão,23.0,0.5228621153432812,0.732631,0.5079346437592456,0.29274178,0.3850730646998572,0.5332887904478637
Anthony Elanga,Nott'ham Forest,22.0,0.5883050621728323,0.6297416,0.5651265425104239,0.26577267,0.3315322869714265,0.5326212010802904
Lautaro Martínez,Inter,26.0,0.5525098039598288,0.6699135,0.46770800873570956,0.4192515,0.4881853407366621,0.5324218165104811
Viktor Tsyhankov,Girona,26.0,0.46209232854160837,0.7241526,0.5189114629974653,0.3192021,0.4418346641765786,0.5311793098538795
Gabriel Martinelli,Arsenal,23.0,0.5979807274447986,0.58586913,0.5628478241807064,0.31719717,0.36200901411068936,0.5309807868598293
Lassine Sinayoko,Auxerre,24.0,0.4904305508164403,0.6937628,0.5133173288545837,0.34593177,0.42594118465936864,0.5283751646339669
Gustav Isaksen,Lazio,23.0,0.5121338439010155,0.64308715,0.5163541787520142,0.3691676,0.4437217584505617,0.5252114532201777
Morlaye Sylla,Arouca,26.0,0.44019193184480715,0.7108256,0.4271710225837795,0.41481644,0.5372818758796862,0.5104644812968684
Alexis Claude-Maurice,Augsburg,26.0,0.49318813211089185,0.7021472,0.46007842312743347,0.27820954,0.44793487191657166,0.5078163122583497
Leo Sauer,NAC Breda,18.0,0.46928447561242626,0.6411217,0.4847697779113069,0.31539002,0.43045959152666935,0.4983917022164023
Jonathan Burkardt,Mainz 05,24.0,0.5537657863456881,0.64374447,0.40121535402508796,0.4058745,0.4564176473080593,0.49834386438993117
Tim Kleindienst,Gladbach,28.0,0.5109552428388744,0.6445128,0.43720180711878887,0.35738486,0.4585935146395883,0.4979377124599572
Valentín Castellanos,Lazio,25.0,0.4729182829561496,0.6659118,0.4311873831469315,0.4030559,0.4315268700732036,0.49543546824687035
Jonathan David,Lille,24.0,0.4927598857487595,0.6267475,0.4495916115112313,0.32967898,0.41913625398298066,0.48747743781554637
Ricardo Horta,Braga,29.0,0.438211022351369,0.682123,0.45394444185229155,0.28290612,0.4050254563968886,0.48584666872890203
Ringo Meerveld,Willem II,23.0,0.44685089665033695,0.65326667,0.41572797153861235,0.39688477,0.46349040001221153,0.4842291556050305
Keito Nakamura,Reims,24.0,0.42589565538334545,0.6246978,0.4627036488456669,0.3399794,0.4470226242374705,0.4820000634713557
Tyler Dibling,Southampton,18.0,0.3888557776035019,0.6864941,0.4243592455581909,0.34970427,0.47059904558764665,0.4799507528231469
Benedict Hollerbach,Union Berlin,23.0,0.43392773434366405,0.6177885,0.47193471851293445,0.30102864,0.39870692341354264,0.4763833780057457
